,tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId
109,CHALLENGER,qee79p2Ms7LSgicGa9Xr9pH9G0LHZKjBEo0EB8j3RGe1zAFkRzFtYnD5cA,Eyla,932,161,119,False,False,False,True,_lJQdLhOrU7xB-llVnOay_OHK1jo9YBQw2zfXJPZ0HH5IS_--Zwl4fBo
110,CHALLENGER,Fmkg2qAffsBKKnuRjMA6cipZUxkVnNzcoIrAU3ZQVf7vOpc,Adrian Riven,777,300,268,True,False,False,False,_-kx_cAAlTeeLXs85g--gjrtzcmAJFE4qJoUKMDQF9GNFR4
111,CHALLENGER,7nKez-jFLsh_42DVmkGJV9kh-8D1I8BVwuexTGJcuIIAqjY,Cheerleader,632,102,73,False,False,False,False,eR5UPEns-isoom3LKB1U_mPv_-gwdjfyYrU5xD0wrwoa3Fs
112,CHALLENGER,vYrPc1EfgEKnfaC5SfGsbcCoqZjXQaYtPcqI8j1xHOShhC8,TwitchTv Jugttv,856,166,138,True,False,False,False,Q_VSLp31CJS5m-wq9-AXyW-GYQ27Ch_4EwOgTfVS0Zv5RcM
113,CHALLENGER,wfhHQeOB2ZozNufuaJuCHseneWPadwEcJHUuyJVjL095B0c,DumbgisTheBumgis,622,156,113,False,False,False,True,Bb77RUI63oZhgAbvUwpkX2ydeUYq7qpyvNwv_4c2MR2EgBc
114,CHALLENGER,WExtK8H9xELJBvSoJjCH8qpS6Atf7VIWNAnGE5-2cgutIRZY,NA player,907,125,84,False,False,False,True,OZtWt082xmERherMpmtdxnUbAE5XkprV8zaJ6JUReRMykKSnqXrFPdu4
115,CHALLENGER,M4G8ul8SVYc4aiY_KyH0jq3qVnB9In8QWLxKg6_al679rFqa,GeneralSn1per,1495,126,78,True,False,False,False,jbdn3PoBds5Fn0nnHDnF14TcgdJzi1Aku3TrfBTlPPkT_7SxjZ8VuLcR
116,CHALLENGER,o0E9vlg5nKLp-lPmZfonSW5c3lwoioDTolD9AWiH4NVVcAub,Weakside Win Con,616,458,398,False,False,True,True,4SkVUDl_BcdEw1Z8z6F5QLqzpfGBbcOX4VLUuV08cWhvhOLVPMJAMOoQ
117,CHALLENGER,qW2wKIhw2s7oi7zT-W85PEafAUaJx1641z4gq5MsIVg5_-UgxgfYw6yTVQ,LeenK Nirvana,1037,95,63,False,False,False,False,sfluEeciBogZqZkuK-L8S3lELw_lr56VKXxfuLDlxOt7SVr2I_ooSB0R
118,CHALLENGER,oU5drO82CeDMV0l8lKh4955XUjQRyoQIDt40tuXnGPhQ-xY,Not Cupic,620,97,75,False,False,True,False,m3waYG4DA66OmERgCzNoulQI4JTUTe45Ha_2bDB6AvgRKUQ
119,CHALLENGER,IWJS-aygXQ3XANqUIYEfAGvbUP0w89IbGAAVRZFhmEUVq_w,Hoai Tu,708,133,108,False,False,True,False,pUi_xW-llHdP7gFNSFg_QbOC_QWnx5El1D3n0P70Nee29A
120,CHALLENGER,j3PwW-HH3eCGMYN24t9FKpYMHIAPy1j0dZXjNs9LEwSWU5RF,From Iron,1618,309,236,True,False,False,False,Cwv-uiun76XzIdKSK_t36nWq2brOHsHRorPpiZ0vPHIx60xYCKr15m4Z
121,CHALLENGER,Lw9WwETmWLejcnQRv2dLCCa8H_UTg9NYY5WNcxh4bPKoD9n_zGL5RqUxjQ,MASSGAINER44,1080,158,100,True,False,False,False,udVkQljkcp4CSNWrPSaq9hGhd6ktfzSr5scWW9gv6RjZBaSlwd_r6zYJ
122,CHALLENGER,0VhBqw7tWgTQsqLFGmktJcGjLJCS4WnvV1cehEWBw8NSNBQ,donbray,910,176,139,True,False,False,False,ZObmj3ELHxXx749eNZssgjFGzDDynqgAsPcUoLemhia0ilc
123,CHALLENGER,_B1S8Kv5sYxBVBIWElH7jhAyVE_XmpcZg6dpLfecWkfF5GM,Tehpwner188,609,331,294,False,False,False,False,FsGHa3SZdmar_GKA-hyfCASzdULuo7QpRehbB-eQnsakl4M
124,CHALLENGER,8B215SJFumJFM0fc8Y6ZbMLxLyFtdLG6u_CxeH5b2m6TlLI,ChuChuZ,843,280,250,True,False,False,False,r-kODV8Qzdjp9fCO04-NlUuWD5PboJQAoY6fEAHSNUAANg
125,CHALLENGER,7sQwBb8_DE37kh8mR-yJdZ5OU-0Ia0gQWMc52MepqxnsRko,shiny wyd,718,338,325,False,False,False,True,cy_e3FfnIFegdVKFp8bbUZ2adE6q6nDHJ-DMmpwPN2T1tGg
126,CHALLENGER,Shfm1EbYoBL7vomneDRC8Yh36WLWiyRI4F4o8tMQs8FKaHGjxSmetXDr5g,Sketchdreams,1084,127,82,False,False,False,False,OgP1i8MI6sTTln-pbZQzBZK2VNjzygcGvU4lwI7sgBmJW0r7xejarfeW
127,CHALLENGER,c9JoA-wvvc9z9pCcUMOiW3_zgXIPB_XbmVkHlls5n3o_8Po,IPlayYouListen,693,102,69,False,False,False,False,saibb_BRYf7x21ut9jEGcTK6lm3DwLyJkZZc6d5vm_Gzmw
128,CHALLENGER,cIPPjEtjDfOa4_F654tVWXQAJXlX4k-gxR0zi1OiEsH3qANy,Twitch Bejjaniii,608,221,202,False,False,True,False,6AMHTlkD0qu35Lsea493rYiBXRGYPc7b5h5RGuE2QuKggiL5oXePJvxt
129,CHALLENGER,ZJ8mTYlmtkzrGdxCVheOzHxB307D0b9VfJ3GbiYOC0ViQK8,Detention,609,177,162,False,False,False,False,YIkx9K7nfz-p7tmX8LZBejTGemVRsPwFxebdWOFFRkWKXQ
130,CHALLENGER,ibqJ71awl037oiNsIwsEkSfX4nC11gqeghZZqJG2aVVum7o,WC Qwacker,866,177,153,True,False,False,False,VhHjPQPseLyhvWnK1xXqtdiarUQvA8u4jJFl5yTFtN21vw
131,CHALLENGER,p3egHbM5yuJbQP7BlqVOsxTHNQWSOTzEt1DUyu5U9Cx5BHw,IMT Joey,609,153,141,False,False,True,False,TtzpakJqqKDwKR1KNa6XLKEnzVAP74Kz7YI2wrnbfQlK2j0
132,CHALLENGER,PaB_arC9hVrFnaqUh9l61dB-oX3SbT_2bLzfScvug0IhK-M,Mario Sunshine,732,237,204,False,False,False,True,1sqpgF5qsi1-e7VTptX2dqfFOj2YzvkwMZ7G-LjnwoNSpg
133,CHALLENGER,0_XRph95bJHGm3nMEXRq0bTsC8Rak0kJ0Cp9oDKx5amgO8w,Twitch BTangLoL,611,101,68,False,False,False,False,WRlBHJeSrmhd95lh2nCa6uslEbmmWkcLOyb_yAUzhW3Kuw
134,CHALLENGER,iBAr6L2MDt23Zlwhu4XPxvVwmYHwwXNVUb23RIKtuXGQT3c,Swkeeee,714,140,111,False,False,False,True,qhwm7uOxmfmkVjuf5t0Sk-Bvf--tghyGV05OH64aDz4fDQ
135,CHALLENGER,L1mqi0HP9kR07K5lH24DHSOXWXP8E-PRNO3dXaTes0bLbxw,lightpulse lft,627,263,239,False,False,False,False,z6zEffkVtxX5D8k0drUdZyNh4m7UVZ7lPOFV2QJvP0MH1uA
136,CHALLENGER,sZgl23n200uUCW_YSBcpgGwuVJJUp16L87XeGIFdHoe6ECU,Iley,667,243,215,False,False,False,False,vlFA9BEApi_hPaDCGKlKZjVkVY2oC7iotjKMWlPgDepBf2g
137,CHALLENGER,c0-5m16FkdXr3IPFF6WRPU2VH0Zwa3no4Pl3ppgkPwZnAKiX,Je Me Lache,652,92,75,False,False,False,False,sU9kJuLqlSJV1WviFT0KsjEr83P45R6upi9OPI7ARUgKyVa_pUuABe7l
138,CHALLENGER,zSJm0TOkiW92sUoGf-ECHs7JNY2cl7wMRqmoU0JExIffVeqmmSdyjyYz8Q,05 16 2005,648,80,61,False,False,False,False,-_7js4aafNP_p_kwRjcsh8J5Gddk3AsI0SgmWJNu8uaXUkS4RknrJHVF
139,CHALLENGER,9D9kA9n1waPYKrxhPD1b4x3mjwDnrSSy2N4q9-W35VyFQMw,RALKACHU,708,210,175,False,False,True,True,PNsxCdLbs3Quk9Qjz1wmg0z5RRFu7YCIk5MoKeG-qk7D834
140,CHALLENGER,pYVv7ctM9XTSt58cUpGr6o-xPF0k6yB_Yjakkns02vSNXe0ckAxkyzPD-w,s0rry11,612,322,288,False,False,True,False,46I6Pm-WLVIiohTczGsvYF8BksNpRS3zbngEIKXSIJiKm2Xb8BlOyoNd
141,CHALLENGER,Jld4JUOwpRU_sYi1usp5dKFS5H48-LGwb8xDLTaiayp-OxM,love wyw ,613,178,155,False,False,True,False,C83zjiQ9_Bb33lb2BiVwoNdkkBIHlTD1AeVaAABh_XNgjUU
142,CHALLENGER,VDlFsAQh6o5DzCeaiRvM9rtFRzK2hOkZQZX2Ootlf-cdDF8,jamican banana,684,306,293,False,False,True,True,0jdrn6h9cBT9Y2A6RMdS5ooIhLW0_w-iw9y9cR233NzFYA
143,CHALLENGER,0dfWCp1XB4JCyV-pBv2ygpsxlbgPQJU8KT2brw7dYiD9gccj,Râpid,770,323,280,True,False,False,False,thZjddjA0eo3Q5fR4vFtC82xVAlWnOp2quojXpV9lnTNXQL9lFGDSkl6
144,CHALLENGER,tfU7beW9RuHSsJ7oWRpGZDs_MZHngNohYGdtgcd2GYN0u7c,The Tank Man,659,331,318,False,False,False,False,OcZTg7v9jJF5XpWrx5cuQKhbZjIZj06yTLsLz3DP4q4A_v8
145,CHALLENGER,WYUiBz_RMTtvSf1hyZg_WSYW62QGiQuHbLUAXOjaLNqarGDVu2Yaoru1Lw,hotaze,675,224,199,True,False,False,False,VNlFS7VFdM-EWUBy-CIFiUgvMGF7VKSoqyByAXucfZo7ivNUw-CmHpAE
146,CHALLENGER,GuIHjYwt1Tm_0xsbV6UFf7Ca7Ov3aZbGxf272vBmKy7AUf0,Youngjin Noh,743,163,107,False,False,True,False,W50cYNCQqWBo9aZvajDYHt4eza5iLiKvasI8J-GPILSs16G4ruPducBH
147,CHALLENGER,CX7OaIiKaUNc5GEvfk4LC77Tiasp1T_aOnHGHQMdX8oigHA,I like Booba,640,315,304,True,False,False,False,4rpE25-hQ-bwLXQifdjNdRXfSqMvUqINfD4XL1zXPiZyaw
148,CHALLENGER,0FXd3pU9b1YWuBBXowMBJFbluxNJWLF7TFdnQHi2O_naN1iP1BldZtBnNw,APA1,885,131,102,True,False,False,False,v8nJ6l363t3OLW8dYMqNFhCtV-xaJmzG96ZCXuRNOaQTTorbC7npvLn3
149,CHALLENGER,nghooN1N0t53PfVhZTXa0Jzc3ECCRv-QFU2P2iCTOPAQhVI,Aiden Yasuo,620,250,223,False,False,False,False,1VJp3HOwFBb2D9rpyyAHTx78Roqs7UkDDJbbiiwEbgj3DJQ
150,CHALLENGER,LWTOTYR01myg2OdpHPJY4NVnk4tVrkQhVcsKccXcMTfqjA4,Setz,635,72,35,False,False,False,False,2Q5n7Io-31UKI3SSjfb7rTI1rD0lresiug-v8Lxor-6jwF8
151,CHALLENGER,bAQdWyBCRqRpYdwHkEnN1NU0WyVUJ9SeFq5ybx8m9twoV54DdT3wR_C1aA,IMT Destiny,945,123,98,False,False,False,False,QXYfiLq4blXPPx9zqf0AbXFHZdH40dSl_UH0zaLifgt9sDf6Yj0AlDQd
152,CHALLENGER,MjER-jh-Y0IZuZsicLeI8nBavVKEet6ovrum4e9KZsC4Zl9L,jaley,625,81,53,False,False,False,False,izy37TIHzbhuQpVwOEqMqOF0PJrluS78nK_rgn_Zt1v-COEjvWTo_RCf
153,CHALLENGER,5DGIZMS6IePRzNiStydVlmbsOdo4ZOuh6dcDW-1jrqpWTzU,ubao,623,124,99,False,False,True,True,PO8wGjnJMD0OQMNitKLXhzyZ4TQ8ae4BH9mE18HHoNlj3g
154,CHALLENGER,OUlClVpuKX08ECbN2Cr8XGDX5bmZsVaGsPnuJlkXj4T2rbwh,03 28 2004,619,135,90,False,False,True,True,3JNv10qcREzSI0juwXusoOf4HzAqfdLpn2NQKp-DEQshBJa9U6dA7fbL
155,CHALLENGER,t0U5nPLheBbthAtbXJjeoj7VSQUYSg9XveSeyWAVuGKz45U,JordanTheBoss,658,156,135,False,False,True,True,E218QEakL8YmDepTVb9CHENLdgRZhH9m3g87NQvY8flO8A
156,CHALLENGER,i29xn0VvqTcEp902Yt9izVPy90SKcBj7gh8gQr9aAtq-hN8,Solarbacca,798,470,440,True,False,False,True,kGssBbGZK_rt-H-cfkL6Smg8HO55GR6SIii0fStVh74Q0DQ
157,CHALLENGER,zMaTCw4JUXNfHZiZajDdlGncK71i44n5QQvs2lRPbG6qG80,heidy,850,128,71,False,False,False,False,IuNd26PQG9F95WHbkedwtyaMBHdWklYQ1XO33QOyboZOABM
158,CHALLENGER,lAXkbCKo-pD67I2buoXOtaeVUQqPHdkFVOTynCfJUYZGbXE,Nzm,645,124,101,False,False,False,False,JvqFQgiYzKB0su3kzZYCMXnP7Bh3X092IbMVJpZJFxBRq-s
159,CHALLENGER,aRtlCLZY2tJEdd3pLIMGs_zHZxEu1HdaJ2NacQtA2L5deIhz,JÐG Zoom,655,189,172,True,False,False,False,TeWqYM7qZ0JHl7bNi2WMSxXtcUdDxcCB0vb88SHzLwHc_pN-M_OJllsg
160,CHALLENGER,zuyXqNGVoMazAY-ZoTUM0J5xdFPI7ZKHtSdvqzZsJW7vY70,xiang bu kai,698,404,394,True,False,False,False,gTytaPkEv3XKNPGmeMaXQSQ2gqLUv6FU30_T7aMQ1M_3aR8
161,CHALLENGER,4_4TmkmM1AfVmwo18s25cZ3sDbYE0r7z9IxlYlLaCvNnqqw,Bluster1,745,347,318,False,False,False,False,Awrnvszj8nqQ-HfORhgZHsmtCc0QENMMw7vhsxCafwh3twc
162,CHALLENGER,b_gIZps5wbOjgI1NQLHjOAnEk0vJyKIy2Txo51O1O4oZh2U,Strompest,665,201,169,False,False,False,True,rea0bvSKs8_nD-ftONREwykJsv1JqEQDgTkF1_rlxT5zSHo
163,CHALLENGER,IwWUZ4OSjNvGwG4HHhnwCqtt-tyw2cE1NnMH215K5rIg1rE,ask 4 soundcloud,701,391,368,False,False,True,True,JCSZ7DKQhq7RtXvkhk17js4_W2O13hthMdQlouDfWrGuCg
164,CHALLENGER,Z3nuhD7l2iKSk9pDKhdhlbyv0JnPiQmQuQhDnbFXyiMTlew,Karasmai v9 ,707,189,168,True,False,False,False,LmhvghRePeuhh16L6iAwueEUfp7eVYK4Df136XaRXlOvvR0
165,CHALLENGER,_K9OzFznBs7GuwcnLzTxx_ksW9TzS2QGTYCxwfz3p_WWSOk,SRTTY VS AMERICA,631,241,225,True,False,False,False,NpoXHA26wMwOD9HOTeSYxPo1P7ctr-mayrxiFTLzdBMmhQ
166,CHALLENGER,AKtY_N4Lqvmkrpia0jyvRZzYi6Ti5A0kl_zgan9p8748KP4Wxhqct0tc5A,Níles,675,233,209,False,False,False,False,1l2FFvHYU9ATAmRK5KHMuhuSaqFfB7Cp94zt4jFGHPemwaVnmFP_vc-e
167,CHALLENGER,A8Z_tupDljGgCo3UxtCuaxbh2elTOcu3FxzgXWGUZuXbtAI,CyanInkstone,680,292,268,False,False,False,True,ClM-fbrWwyOvv4nInMlYN_aTlxdhkcurfPnyGfJjQ-z1MUM
168,CHALLENGER,-ILHchVGfuE-QfKLIxgfZAwSqQP2-PzgkCDheSZxHseuV_dd,Crystal Yu,718,86,52,False,False,False,False,0upMxaOjMdjS6anHmPryFxo7B5yke31l-TINE8WzOX2foPB3O3dGeAHi
169,CHALLENGER,MMdjN429yzgXiCJeS-2TvzB6xtIy4PYd835Y_WHkTQUNRr7epl8vgDO5fw,FishIord,1129,166,123,True,False,False,False,HGxFRyDcp8SmcTx8xulTJAKBxZhRc5OmURKWuIMtITE_NVRceKoqe5BO
170,CHALLENGER,gqqKNwbZ-febAxLPL4-WnsC5-KfFsqWyS0boWdneSz-yEHQ,Prosperous Cat 2,713,120,97,False,False,False,False,lyCn_7AhZIhi6fA6a9BHfpwndHDp4yUd-KabnfjWHT87Ag
171,CHALLENGER,dcC-MLv_1SF6FO322MgGIUneCwfWHIgvH7RArOFIm57LnBg,saving na,837,279,241,True,False,False,False,5cmCzFrM9XSLEv1YT04YsV0Lx7pAyhbRqW5Vc1RDQAD2hQ
172,CHALLENGER,8uUqPzfvQDdcWy8N99YX10QZiVqsm3omXC1j9EeZx0Yl15E,iybc9o2 q,636,269,172,False,False,False,False,hVJrCO1MQjPhZblsJQpoL499jv5YXVjVgNDesNzEZ9BvKe0
173,CHALLENGER,e5esW_J9_nk_Kazu7fz9QIUSkUdAJQS4HzvsTgZaiHUJ00c,dopamine detox1,617,102,88,False,False,True,False,5_c8zCdEqgd2_W3a9XvikPN7QTTOuuHSnh6Lj-tqOpk3JUY
174,CHALLENGER,2k0gHikY4qBqWCwE9r6BVtvj3IvEQSZ5k3hNoyBAOWQd0Zk,omero combo,597,103,81,False,False,True,False,BoiwB4XRz170DXiapC8NKMko33TVcphOwevjV1C085Jvzg
175,CHALLENGER,dn_BTYG2n1ODCHqqoGIYwtqXrsbuddR1oTmUzqsoR3fZ0iY,Nikkone,1013,141,101,True,False,False,False,JVQ-9Bdv3fPcPvIs-jBlbOem-FLMtuZduJVWRG2jTLdFyQ
176,CHALLENGER,H4kis8x5vXoOyirBw0LXvNUkJH_J3qT1fyXw5nBy3vXyllM,MU Wolfe,816,190,151,False,False,False,False,qf9hdWmaFa8tlA8K6CWAy0cXu5AVaPZLygJV45-6eBpe9Q
177,CHALLENGER,j1EbtqegbIcDiG7xDOOYv-BdT8u0And7fRvLAt0CG-17kCJMGqlEmR28Vw,Tempest ttv,766,119,92,False,False,False,False,rIWO-bwAqLh7tXwGYO7cicdCf7Lk03H8zN7YONB2ihaGt3t1ZC8jwfvn
178,CHALLENGER,j2KMnCeMjI-hT6vyd2AkZLuewXXXJKl5fAbq6XpIrwekls8,Your Ruined King,639,415,339,False,False,False,False,JH4AJs0sWhWdFaGe-neeu2msGwN-07rsnK6OZ71ldTlUFmU
179,CHALLENGER,MXyKFVzj61O6dghjsu3TMcWfBAfC_NlnRXPQrTLpUaLCBkY,constanth,650,164,135,False,False,False,False,fsz_7KZiXQLNz4eDUVEAscnB6lxWy1L2tHxH15k6ccP3n2A
180,CHALLENGER,64n-pPc_TSlIlfZ9JOEYUaP-a-NGTwOHLRDcTY9R1qodo4I,Autolykus,622,549,501,False,False,True,False,adODo6JbV3omPrL9TVMeMzfOu8ZQRInfiIjSDxWrwg5e8Q
181,CHALLENGER,Vm4NkLyJWcefOZwqQ2WHH9EF2u0c3oI6U9g_xqCfYByWqF8QfJMSxTonvw,IlIlIlIIIl,1193,98,49,False,False,True,False,eDmUFZM3E01KDn8M-7RlgAb3pw_lnbvyrOsdPkRfTL2K1R1NbdDx5NOn
182,CHALLENGER,DVs8jhZvd5ioARngkFETi5ngRGmOX-hexKiBK9vsmEeFL40k,DarbBarf,634,258,243,False,False,True,False,tec2ycwyEGgF_KfBGq1nuQDV33zNTvIHN5EYbKeh_ebS13TWIMFlpibH
183,CHALLENGER,VFQWZW89rbp5R13JGmA_IPJb5fAxfz020cNuWQDgLapeM-4,Zyko,765,282,233,False,False,False,True,8XIwcao5Fd_XD--dyA3BBBGUEfEl19DodSxbC0xG7Bv-TDY
184,CHALLENGER,7Ja1nTkJDdL4W-5AWXVRsV0Nxr0aVA0vsSra1luhaKrxRno,Save Bees,772,128,98,True,False,False,False,rfGXKQvNd3p7OWJG8vvc8zhzLfFDyawQOPqusEVxxkunTA
185,CHALLENGER,hRTYpvfsy-xc19j3VLqoaiFFWanycdiKrOTOMfcA6u82WC8P,o fafa o,658,347,259,False,False,False,False,TcymNorb0dJeXXPvFO4IwBve6lTshplAkohFG3XqP_3mZ1zmp88T52E4
186,CHALLENGER,lIk8dp-kKTRddOFy01QOOxy2eAT4A-0LSeAHrd6sAcvvj0g,Copý,974,96,63,False,False,False,False,w-PD52K31SJxVfqQzgI1DxtnyvpmiL0FZBcTfrIcdtRgwg
187,CHALLENGER,hFjhzB880mPtox_WvI_Tyo8jbEHhnat62qBeY_nkj31OMmhh,TECHNOKING44,685,302,275,True,False,False,False,27ygUQGJ9U4GQsdAVCvU-0NN4yvTiEnn16J5JzTFbr4RVFnbYOAuCNSw
188,CHALLENGER,cu-KtzZ6y3qOimukBtepYD4QCYyf2JXtPu92sn5iVRW1IaU,21 03 21,620,154,141,False,False,True,False,8ZH7aUfeGp7leM1SE0QeHrGzNnFWfto1Hy6bHqyt-kdqAOo
189,CHALLENGER,s78OnsDe1fNplXNnyx_lovW4XnWaI3w4ho-0_F7sdAe3W0DO,Hc 9999,830,334,294,True,False,False,False,au-t9ng4w3Zijmeb3A_oZXUemDrzxhK04q_Hx8oPMxJlXOPQRn3IgAnZ
190,CHALLENGER,9bRoWJQCq1C9TDzYJxe2b-pkl7_sewNhB7EsAvI6Hc7EhfM5,Cloudyqt,625,154,107,False,False,False,True,Y_kgJHn7n8NdSa0aSCmrKilXX7P-F-1GQPsWAFgX3yEbGlR08nveOY2r
191,CHALLENGER,K1aT6Cq5sNHgSkW16Shad9fYdhIDPk0pzLcOCfougDJHYk76,Sheiden3,629,139,110,False,False,True,True,RozFllHBoFo84FyMVcVPGhvEp48Q7GQ5PU6B3y1IodNnvPcjZ9jLPNEI
192,CHALLENGER,wBfjZSxbKTn6-MdKhCYfb5MYwfLQK5zAqJggAcuhIgrL9vK8,Pieck is Waifu,815,308,274,False,False,False,False,S8o3G1mZnQtAFNZ8mrH3lZ51ujOe-1lbkhzehIRMS0ZKIAG0EptlPKxE
193,CHALLENGER,TjotxnrXPBltjkjRoVLGkOwbrEyO_uaOZPqbbWRYTqqpN4g,Shiba lnu,741,191,156,False,False,False,False,jdWnkvmLlwxsA3jZNv2GpV7UjP6xnmC0RVnjV4cDgQ1wDA
194,CHALLENGER,GDhwJEs1yUK4nWUUnbFDyKjwOyAkTpOTQAiScj46TIMCOrk,Yoshi,657,160,132,True,False,False,False,5fArMFEhFs85Uo09hmA87NpVxZmQ2iOOUs2KoGCP2hFUCw
195,CHALLENGER,3twIpq0p-XNvJOJfB5vzWGYKVXV7FenVhOpW2XDF7atsKAM,c2 meteos,697,257,240,True,False,False,True,HS8PjYvKyaObZZwuHWSiEVfsGGVehNjpW-JHmaW_QsUj7kE
196,CHALLENGER,8IpL5ZsGYKtDZWpmGBV2kU7slHyMPLUyAv90BVc_jJN9rpib,pspspspsmeowmeow,704,169,128,False,False,False,False,FYFPFXnNY8BE7l0LfbZrwpGPb4pVyRhJTae3NEMjzRSKPHdwENOjBUj9
197,CHALLENGER,BU5KPEIgvsNeLPDfEUlqJOvdNd4J87EcmqnKo-I7zKDt_IE,jojopyun 16,1451,233,178,True,False,False,False,Zh-tVQbW9C5DyMCNQxFkJU4zLyZZb6I5dtjaOgYzoDZTwA
198,CHALLENGER,4VkPUvp4meVnDfzRej5u_iNYiGm147_kxL6vozRCvYRSV7gvAtTekbEEXw,Sheiden2,1009,87,62,False,False,False,True,1fjZKtUMIb84CHWVcBT6X_TDozkf7hGxJbwaI5OSujTTNCcsPu9o7KSE
199,CHALLENGER,ZC_ILAyuzLo888oDQzL5AHVzmc0xoce0pshQiF-zMCDDwlY,Kelpo,1037,188,147,True,False,False,False,pCDwhqN9JfqVD2C1XYmKGsh9-zlu8uoALcsIwJvFmus6nA
200,CHALLENGER,0CRbIgT1t7vcQlTfRrJZq9CZMGt4wxkH7Zf-HK8t2i_0P5zs5etCvF2V3Q,Dou Wu Suo Wei,615,220,194,False,False,True,True,bELDh1wn34ZlmxHb5mfOLtsAF5HS1Bm-InIDGXNhKgfNSu7JxjWu5dBM
201,CHALLENGER,c2v18uB2Dsemhb0W_k-pbCCqkcBiJNBvC5eqrxYokrByEFk,Julien1,629,201,179,False,False,True,False,acZUliN4Tz0SdOcV-gwASoWCNcbrRGITK6aH2siXl_8-uJI
202,CHALLENGER,1fC30zpHGPgs8avFgdPvWJOGazZJfMF9D1awyxsDgrX6iUs,Z Score,683,130,103,False,False,False,False,o2isdPpJY8zN0ds4gvbcT1ClWiIf9-kaFnayxieKvKnxcck
203,CHALLENGER,9GteAlkRN0fcrQME0-EGJk0Aw2QWN0RICSTkami1n1W9-G8,Blitz,799,341,313,False,False,False,False,N5JnJmjf-DAuogkz7pszido1ddzkMneO65BjMHtWRPD1nw
204,CHALLENGER,JQYSgCaucE_jIbF1sJeKXeUYJslSOo7oM6u1GW-6SFlE6O4,CloudNguyen2021,744,433,400,False,False,False,False,rSO2INKgk_toGyGOnt6zwDApz3pnBTs8Rrp_c5bBUQ4o9zo
205,CHALLENGER,OzOBy4NRK-Ulyd-Psf2wYzS0oYftUBXQdQ88njSZwb0Bq8s,dd23438274,1080,380,318,True,False,False,False,81deRi268DTZPVn-Pfn_l1LMReix0cWvvNBL9-r81SgNjw
206,CHALLENGER,iIzjxmP9sG2P-cMo1VSRGVG0QCQnD9dyAKL7-uHkZsl4uVQ,Geiger,687,444,422,False,False,False,True,ZqlhG0e8hJseMhKYzWo9K95g1du6K0mtoJG7VKfP7A5U54Q
207,CHALLENGER,OSoOkYwKFpb1zGT740iu_2Sht3kTSWuhpB7nO-Vwr-fGm3Y,Lemur,827,100,65,False,False,False,False,WfsMEFBhy6kHhqrI3gcM407X-DMMDC5B57VcvqDUv2ag7A
208,CHALLENGER,wgJxFRyROGQmXiGcv7CK_mUNBpaDFg1OmPUtKeAqt7TJaX0,Chaeha,737,309,289,False,False,False,False,qDk1aL49XLIixZImW0OgVSfSLHxS3MDuxcQDqfW5yQCHMQ
209,CHALLENGER,DIDNMneRCTzqQLHPwxzRp9i5SNX7_UNfpYuHw-w5oDir2Zg,darius da bot,753,82,58,False,False,False,False,TMK_mm72uzY_TDMefP_b-pfBGw9dTpEWHYqHn8jN3J7GQjg
210,CHALLENGER,I-hipdDl-FvhTbgidf6PDKLFUEj_g0OSzJXJn6mwKvFqFijxnbm1i0xvWA,hamz 39484953752,770,241,216,True,False,False,False,nwGgtiHTk9oXdue0p7DoDTiioRIspVglBNVkVjXQ9S66FPGWMqeoCGnW
211,CHALLENGER,xqk9HEu-xkNth-rslMP34ob4dCKSkXe0kJJjDaOcvwFHVmg,Shadyy,1157,247,208,True,False,False,False,y1rIQIQxhpPzrkuYjozKroR3k3Kn4ZnjIbl5MPf5vgNuzA
212,CHALLENGER,TGz-3skSrdLK-R1kYfUlm7ii8XSvdngIry7gQhVR4Jx2pwM,Daption,618,143,113,False,False,False,False,_R1Z7W6iDUAOvHziMmqSjSwOqLWFAoNm_Wp_WHsfvQ6ZlrY
213,CHALLENGER,AXeKtdP8iHelFo3Ho8CemnZ7dzx9OEjzw5HXMf_eGKs0nMI,100 Tenacity,625,118,99,False,False,True,False,tvpTZy6wF2FPnKABVqGv0VsL9pVjpleNZY6wO7Su7tRPvAE
214,CHALLENGER,oiLNvuTxifm-ghKXlSF4vbrkEQHbQUE7rwi0gshXs4RwMNw,Pseudo,786,204,174,False,False,False,False,krnxZJBaaHhv30tgend0EJpd53XLSHX1g9cjY5iF_H1DSw
215,CHALLENGER,8oZSOJf_vU17vVbsU6nVBJuXzfWxtBDsmFwLaP-_ShEN2zW2rCC6Sc3wiQ,SugiKim,838,115,80,False,False,True,True,ldSA4hTrYYuZz2O4YPn1axVBGkkRygoE0H6qBuWYU2_Unvgj4GANEdLY
216,CHALLENGER,NzeJzWTzA2x1HP5LR0E5rqZAen8Dj3eKs8PSxOPzVqa1y3EA,rbmrbmrbmrbm,620,250,222,True,False,False,False,KM-fuZPBW6QrfEoZXf9-OIDwldj-hQhUGgLzUQOIrKUa_WqRFy-oDOs7
217,CHALLENGER,MXwo3don8-EuhYFwpamLA84EKw2PC_m9TtuBPP0P89Us1Ss,DanasaurLoL,617,254,234,False,False,True,False,DN5QhNvJ4_squNe4rzGPARhfgnhMOA3CCkWieWj6rzyLuIk
