,tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId
1489,MASTER,YmSTOnpxZx_-S2mhre4uNUZpZ4a017HotvMEnYDKKnrrmbM,Zoe pIs,58,102,63,False,False,False,False,pGVZGiHX6wKhlx0IMHXNtLDrCIH0Z4g-LlqZiqDXUfGB2w
1490,MASTER,Cj6Je4ib8jVzU1nyuL4pZDtPeBdmFrKOHBLAI5H-S9ubHKIyO23AoRQWUw,Gala9,38,80,63,False,False,True,False,cUMQVeE720HD5Ha9R1chhsIPmPZmBNirrGz7UYPLB5V-Ofl0uji9yHt0
1491,MASTER,QYkMCMwc2lpY-C4LBNz-nTPpPOFCeV0D23_hvs--nzroaBbk,Chaos Breaks,48,567,565,False,False,True,False,LoIF3ZS9HjJoB7C9UllgjN8cM1UIVvFr84_Au5mmmP-Z3T5ESm83XRzM
1492,MASTER,NJXcL6NwmpowjQkW1Jmgvjz8aRSJukbC5epxXnjlTPkPVU7Q,thankuforgame,43,104,61,False,False,False,False,qjpwVFwk0ZkrxOOAnRBxn8PRCrrBxdR4S1nwCtZQqsqClhXwvKQrqJw6
1493,MASTER,mTB1r4FA5ql7dUNc2nAWQ6yuYY4lF4NsCD-vO6_U_9fKUW0,PalantirStock,81,301,225,False,False,False,False,_1g2lfwY-M4QFmZ82qRhHtpqBS9C72uvQjAJZK3-iOx58V4
1494,MASTER,X_YMwtyVxLOmsE26t-U8L0-2h3yduCSmPYBhZAKhQypNtjw,Houtaro,88,73,49,False,False,False,False,WwrQDhUDeDeC_Ty2MdyicqyNZkFjTu1uHXEgXzhgmtjXLS88llyDtOOw
1495,MASTER,dcvEFB9mrpVpuYZsa1ypauKjHUFxeO1vtv682RmarvoDxrU,Zzy Top,180,76,62,False,False,True,False,5qEH2n9ROtzM-ao5hZVMYEEQDbGsu5dsyvPy9V34SUgML4U
1496,MASTER,JCJ1r-eMwRVPShz22a-tBJOys1zOUd6fimjswkrpWvVlUlc,Arrogànt,246,145,137,False,False,False,False,xmLAsSHuJ11vWYytOsQlAeqet6iRJW_tu-eTYv7qYtGtPg
1497,MASTER,GVMgbCDdMMbbBfVt4wETHRMqfMu0X8i9Jbox3CXFL1a7Ny4,Le Byul ,134,118,118,False,False,False,False,T2OmraI2m48cNyFhuNMOKBv7lxl7oXfcN8hdZt-cwZr7xYs
1498,MASTER,0vIy7UOMOPq0Bt4-L-LZfiP0GGq9wN6KYaTzggPQKmK44-4,GachaBass,33,449,411,False,False,True,False,nO5vuswJ9wJvmsq1VuLH-u4gTiRWW-iAjYqNaL3sdQ0NsMA
1499,MASTER,UmnbHe65hs_m4D-GmTNxTDGzNBHMuB9uktw6o-joE9XNtCDG,Twtv Humzh,12,186,212,False,False,False,False,BM3_2NwvUr4EDapX1G4BLK086MGZ4_j6USfweqCVpiCaWmjNpSwSC0bN
1500,MASTER,KGzvWV2TvUAFGwKZn77THpdZSf7IFAtsobqP4NzDNWRSO40z,lIlIlllIlIIlllI,21,115,115,False,False,False,False,bBd2oJvsVLFAp4LC_T4PmbupbaIpc2XpnxdwYdCkWQgzr2FnON72MCJV
1501,MASTER,FxvDm1pRN17Uui6gn0bEbVX2JjibqEFzoBdO28z_JDIHp30,Hi Im xKito,86,93,75,False,False,False,True,T6VIe1guFDfi2sZchsArE6qbkdI7NCU02JjoNaUG0OH4E9I
1502,MASTER,OibM9ElABpARcTg_u4rPS_FyOdGAi73U_Gpi1sZeIAp4NUQ,Lawton,26,77,74,False,False,False,False,BDuugS4_StWUGBBzaADJRLewV5nCmtb5m1lqct-Jngk1gQ
1503,MASTER,lcrgy2T3xALt-CEM0dnzwD9EciYsI6d_TD10rWoko5E3B2k,InsaneJinx,0,656,595,False,False,True,False,NU1QQfTpfQV3gbpm6XSYCkqtoXzZjmpAmrDW49aoK45FBhE
1504,MASTER,ha90FEop8rINSohvR4JS_9Gc0arkXm0R5xq2iGkRx7tVMAP5,MARlO CAMARENA ,16,298,242,False,False,False,False,IPxLHSPaWvg8lZYmIgciTuWW1Ba4DedZTPHFp9xmHZXHmlCRF_53OMHR
1505,MASTER,MzvTwX_u-p8QY9EX9mU-w68D5f-KNolupDaPjzUbkQvP0bw,IG TheShyt,123,71,62,False,False,False,False,vyU76oA60AOMaPi9uVUH2-nz8wongRIscoBJQ5HXcspwj_8
1506,MASTER,vt4yLItWf2DL2E68ZcT29Cias7TBGaAfMu-Zx7z1ZWUFObs,the bad banana,114,71,61,False,False,True,False,aWwymCVyQ16WsdcUVLlyzwIhvFAnWosF_CqIiO8XBDhWKXw
1507,MASTER,sOTo7ZKzxfkZ8NK7qOoCrQlct0qVCx7pzFxCv3HfqlAGbZU,Gyshy,23,134,128,False,False,False,False,QPht4_bVPG_NFENCRZ7IBKRT558imuUc7GTTOZbWKGtRe-Q
1508,MASTER,cJachabH-hUQ8LDvhxkX-SXtj7pQtY8T-hIMNm46RdoiR7w,SummonerSquid,177,386,355,True,False,False,False,SOMO6OLFofeBtUKAKN5Jn9TdyXCzoFcFjTsg4-g4sO3vhQ
1509,MASTER,ALKwqSze2tCTpdE4bIi5qc4Wv5b-lFhrPUnT6fVjoXwAosI,ThePieCrusader,54,127,112,False,False,True,False,WRzMnIU24P7-pLofVio5vgdvgr772XQVZURA83w8tTxo0g4
1510,MASTER,5Bli1WwQssXJ-ofIF-qZuo4cRYdudCRp5EI-mE0ngP56aCk,Shorthop,72,172,162,False,False,True,False,ZaJw-LVJ0c0MH9t0mmyvToZeb6s4XBEpObtKfGheQRY3sw
1511,MASTER,KbKC7KlN4iO86uCNBq44NUwTEk2Rw6kNkqVyZmQvlo9TlmE,ur Uncle Sam,259,365,304,False,False,False,True,Cxfd10QcqhuZKk9OIC4DN-5iVRKbdyAMybYX3Y5cwE88KTM
1512,MASTER,niaqPZ_sF5KISw8wk-D4TSyjSvZ_MLHAgm-YumEypVlOg9k-,WoodofEphraim,13,132,103,False,False,False,False,VZ2h9X4wJ1AkQ1bVW3GXUOKOq982b42wzK6EXiEUSSoX4pJdSeJ33DaI
1513,MASTER,Y8rRlkIyvB52NKyHd44HDfnMxdVF3tcAylursRp6AwOV8B0,LongBoyGolem,5,195,132,False,False,True,False,OQLZiPv4NHPet4ceE9hGHu2yusWFTe7G737Gwa9dMyvZKb4
1514,MASTER,P7q1lW6Np3IsSa6m3CKrlTf1VDtsY8O6IftioshDfGgq6dI,Wizard101 Rengar,94,189,183,False,False,False,False,oVqWhxFHKLwNPKLo4s7orpBz4U9hZN4reXKRIBv0mTuPFK0
1515,MASTER,7qDu9pmqowy-PO9vMVAvoxqkw23EWUo5gCM4BQYorpa4qXE,Darmous ,1,177,118,False,False,True,True,AxmQ4wsP0IJtNaXUrevXEEQ5tloRtZ0_5rCPvDAs-lvC8mk
1516,MASTER,qK05BUkJHwJM8H3Yth2mNp682463zG6_rGSbI2xKANgLV98,Humble Than You,0,72,59,False,False,True,False,esYamlojeY14igxfR-a3XEzUflWOepsa-pz9o8SLuL4Bguk
1517,MASTER,xoHwo2OWhuu7Z6lfKrJKSWjMhNTMHy6SzlZoIdnSlPhCbsY,Masterfiend,221,176,181,False,False,True,True,oKTl5p3t4d5qqkByGt6Hpa-l191K8p44Sw2PRZNOqjjXOw
1518,MASTER,lgLJwQ3AZNjH6S_5B1W7oczz-z-keSCGNQNml6Bb2WtkiwY,Noctal,132,182,170,True,False,False,False,Wz6YPcxdL4yLEoPX9Awm9GtWPhDGZP5bx7z9aH4e0K4Nmqs
1519,MASTER,g2Kf3_X-ZlWYdRc1jgyb-EsT7e8iU86KczE5QUyvuZADCtk,illchange,79,168,156,False,False,False,False,WGKzGiXf2xKjV0dJi9EG7k_EaCV-Hf2qkoQanrXIhV9dqQQ
1520,MASTER,DHSgr44cpVdHSulOWb_12h3WC0fMeefwIce6EqT-I7YnTmA,Nidalee or Afk,142,215,216,False,False,False,False,PHEugDRXvI_sxTg8APRsrto2rRwLnsP-sUkKbnGZMrUUfvk
1521,MASTER,GAZQVQY5pw64ibuwmRaAdq-sHfIh5L3-RvkoOfFu11fvuuE,Nima,82,119,102,False,False,False,True,JwfjX1GGFBJjyoqyhzpcDnbqPG4NwWpuKJDI556AAAbIVg
1522,MASTER,1XQ2YkE8DeKJ_b0Mow5NXiNhBOpqc85cNgblVSbr7z52FgQm,MidLaner Random,1,113,76,False,False,True,False,IJTTCQA-v7bP-t6a8zgcrWjWfGgrBsQAJCgmgvsC0uWqzHRPwHnx8aDT
1523,MASTER,VdtPlkxRpdSKCG3a6wNbKOZwylVvZ6w9YfG97rw3UmrfIKI,wickJKR,141,112,69,False,False,True,False,_FT-N4kGdKdvERXZIvwtE3saTH1WbkqoP8iu0jElH01LUg
1524,MASTER,nfbLYm8RTyICbvYPRy8SJaPCxXUe4LQb-AJ-psppbtne2HM,ToTwizted,1,71,55,False,False,False,False,vyM34ri49ujrfRJ0WtomgSAH23mVv6YKCPQMabVoNQle0Q
1525,MASTER,PdO9nLgqfkAMuLqIEwznTF9hN0lVsK-SWNdyC4vdQJRKDhQ,Dual,192,375,359,False,False,True,False,QvhCVZqdglbnH60Izl9hv7qjUxDDEqGE5_dRDJG3YMXNnpo
1526,MASTER,_7wPQHLbA0kCDwd8KBhSxzQAyXX89DsNRs89Zgy3mn7ttlgL,Rënekton,43,163,128,False,False,False,False,pCNiy3QQlOayLC-mjR_Li-KqpjZv117mxASUM5WjSr_dE4-4Gmnb7kRl
1527,MASTER,LqI6CPJ9oxuADVl5fXtI0i9flT6tG0tzqPrbX1XnCnXzzNg,tini bubble,0,350,311,False,False,True,False,4JyhD3I6QSq-X53QvWn0laqDQvq18i5PvmS8gw_yZpqxK1M
1528,MASTER,GpwOsCeazekf7RJRMpWZtH5ADcQQiUUJ8fmGrn3muioAFjY,LiI Mun,92,189,167,False,False,False,False,_siFfzQQicqVIoYcndqUH2xv5B2oiulNrdB1JuBJj-8Y-w
1529,MASTER,T7ne6v97XxHcuWEZG5HbBPKU7yRqlFhm3ef3QONo7KLMAbk,9x jg wintrade,230,121,112,False,False,True,False,e_0C00HYWE-8psb88lPV1saSYw0Nlad92evunhdydid8aMU
1530,MASTER,5Xmstfid25malfrVdMon0H6-uJsBDic54s9fXJc5CS7qw0Y,Butterfan3,124,127,130,False,False,False,True,vbh90233u85AUwDsPKbIYf8seFsvc-fW_o6QhVOkazA0s4E
1531,MASTER,d6cVIB39iVIB_xG5N2L44sBoQfbPQB48K_t5NnC_ooZWZIo,qwfqwfqwfzzq,0,394,409,False,False,True,False,tJ7spcUXUiyDHJSf3Bh7uRw7TlXPpRHpWl5V7-BzDiyDoA
1532,MASTER,f4UIiNdVclHJFWyeJnJxadsmz20R1SPzS7k8b80v4500,Nicholas White,5,108,105,False,False,False,False,ACySmo3JqWfApFsnz6hxj8QW-TPE-HEGr-NoE0_uUEQ
1533,MASTER,G1IPxMFzQBNoA12yHwpqUfT1yXFuli3DjWwznzH0s8MKfe4,DevilsKing,13,468,431,False,False,False,False,kjTBkrVdYm3hKEtnzvGz2vlfhg8wHX1UYaw2HUYN5LJjaw
1534,MASTER,IHkK-aPKza0awZw8sCReiZAvPmrOysKleVR5aYeSVw0aHtE,Reppy,35,120,121,False,False,True,False,aLYjM3M7wRDE5avmXg7uJ2QGySrhUSBK9BiQOyVT2H4ulCo
1535,MASTER,Shq98vYBYxRy55SnvOEMvN_oZtNlPi3bZWdXZOQIB9aXcZY,Saknom,78,121,111,False,False,False,True,SrxDLNG7fJzxnbVY6EnaG8Zs6eEO2JKiG3gAMlRV0l4yUKs
1536,MASTER,fgkLr2NJQi3QOOTf1wVZWYrq8hANBeVZuLugii0SZJ3YhCwb,need farm,154,182,129,False,False,True,True,IAbte2Qbdbliycl-ACW7o5GyioQdJQ_81UhmHx1hOd5VDvVfQXkLYEhG
1537,MASTER,GkSV2elzqa4P9RC-DnNRppZR28taDSwGYQ7E5RdOEos0-Us,HOLYMOLLY420,36,66,53,False,False,False,False,WMoJmGTQAqEyhadSB0K8Qy2pbVvCQZF2bnMbVSzMDJPoSQ
1538,MASTER,Zp7aGdX4zq64n7ohwD4HFw_6K9MJN3LbwL8z8G9n_oY6IyA,Chrixgg,1,85,78,False,False,True,False,cYM6rcCtYMjgGU9u6mdX7B7MxS1hIKFzFDcicC8nrD4oJw
1539,MASTER,cY9t9RpaCoZVFC0rUzgShS92HZUPIj47SRTWf8lb0NRK5TBm,HongKongWrong,119,69,43,False,False,False,False,xmfMJkn-ANLvjPJW39cG25uM1W7a_q5yYlsrn7IH00BiWixwSzcWzwVG
1540,MASTER,0ZbjthI76fz8aDP_Q5_m2qI62gSXVrXJGfngYn5BnHUc9cPm,Catch a Body,115,100,81,False,False,True,False,d00E4VsSpmmtSoyo69A_CPNVU8tOZrxwVzcxsFzWNsVfGq8YkCkNW2Ah
1541,MASTER,ce6Xt7TEZrKuu_x-E2s77VRwE_jwyDlvbwWG6YySu2bhFHs,wolverene,58,53,33,False,False,False,False,I2WDTygQxiG2H4DebhdMSdmFrmJbJ4dS-exe0agAzT2RrQ
1542,MASTER,XBExsIP-S7sn1EFRSZh-NiQhQTic13nFYDPhXBT8s9j3Y6g,Kyuwi,183,178,168,False,False,False,False,V338smq9kP29KblI4cbmRlB2oKJsyceMKBOoaS3OnAFrfXk
1543,MASTER,ggc4KuKaRXXpg7l--tOwWj1n2Tu9u-gaUaI0Tj4WBPCzQV4,Yoasobï,21,25,19,False,False,True,True,eq3D2IaP9mqGqbdp4lSr1THKEcwHZ1zQ2GlV1AGUHYhB1A
1544,MASTER,J-WoOwrc8H9LLbZmy342YAwYxhmnZERIXfuiVzWQ1OxHnug,Bunty Aur Babli,141,152,145,False,False,False,False,YCajQcA26FH2f9wVLprVVV9KYlUef1KKxPo7qjpfQlmXK8M
1545,MASTER,G5-B50gTV3Zx4pxUeeMVIa9D6LBCdeu-ZtkKSVuTRrAv4mU,KidNickarus,78,153,134,False,False,False,False,6HUbsKeCSVJvX1WX0tG2-Y8TJpUzM1kKLcj3tUycN5wYqYY
1546,MASTER,JpUkQYU-btnlReGcEv8xgbAAhqn72LP1wivME6qrOED5nu0,this is kayla,197,127,94,False,False,False,False,XzRHZv1Nsrspb5GCfukx-1aGg5zsSs0SKzCpVeXX9WvYDCY
1547,MASTER,CuluNVzzvQzlp7Dwh7Ep02CZvqgiN_6PYke7D3td8wnZRtw,Deañ,89,74,90,False,False,False,False,aqflqoYFP4H29nz_KNr_FqlzKlJWkpKfKFe2pM12lnOUDNg
1548,MASTER,kFFxSJowXslEZHPKmfDHhPXL9we9yq8_HYZisSeU86x7zi8,PhenomEX,180,374,370,False,False,True,False,Sw8AB4XHVtaRaHr7wzsogz2rbCLoQFSdcZNX623kUPkT3g
1549,MASTER,N7YWY_oR7d8QEsZNrE3PdS24UvfpUgvKkiD2aHFyRJo2WYk,ggemi,68,188,169,False,False,True,False,7ZpCXP-jbY9EUbjYpB3IER3udXyndpojmxrLz536jKbgF7Q
1550,MASTER,T0ZVRLCZzpn1ftvmHIsFFPpv-gpvHNP3iLrMyVNq3pKYruw,Daimonz,169,452,409,False,False,True,False,Xo7rBDRisCW62pAHGHaKqgQe8Y5-5zd3t4LVmpNnHh2wlaA
1551,MASTER,_FnLBJzZAkRVv06wr17lJZmKNMCT09xm_EapPwVIxGRiiVo,DogWaterGambler,82,343,331,False,False,False,False,-HnYqMRDSrJQXEP3kTYuDYNd2glrKGxrz0QSy-RyPqHeM_E
1552,MASTER,D5rbaMv-eiRsgQcJCciKkw54DgcFep5XD55krl3_XkIKj6U,Mérthos,100,572,574,True,False,False,False,LNPdsBb2GMsTYGc7OaZ2q4wQ80pPbLKyQ7iQOK7DgPz8OQ
1553,MASTER,hQDxagmfWql0Y6elM7anricBQadLP74ZnKliOUNQHDSE_SB3,Li dong liang ,53,134,130,False,False,False,False,Io_lDKQW5f5__e2ZU83c8j2xpyDKM0pXVD3L6bNxPtwi6yEf7LbLeBCK
1554,MASTER,NC3JIlML6y0PYTdnVcMfWJ5mWSQOhkfOrnOVQCt3-_Xu9SM,ElijahDD,74,203,202,False,False,True,False,-eFQDUvcn72WN8twVfNJGHdft7YOkEQ5U7BAex1I0ArRnp4
1555,MASTER,DQ_XqzNWoSoAbJbJLiVGBreLNah1GK8g2WUk_Reivh7NJoc,Ruiqi Zuo,1,127,89,False,False,True,False,MXK6rvE53ODMdb7oHomjkCPwXOqBS25oKxQWXY50btKbhYo
1556,MASTER,j_DpuNUr1Oa7OCb8qIC8sNETg1Wjsy3gWsrVPNT-QjKlBAU,chias,1,115,120,False,False,True,True,Tt0ZT9EHul2Ry7pbtWcgi-Sb4_wggR-uqOgpIRANivNLT7k
1557,MASTER,2nTzQPlMUNANu8cGLx-b6MjTOP3mnKkjAG1vfzDiZPdftV0,alvinchangrocks,153,264,235,False,False,False,True,gWfIGpKzg_05JPSkRtVfOQ4rM8eGos0tkjU-XnV-qWoH5g
1558,MASTER,Mdy_1kYmu8cb5qM0FGIZj6vQ4Y6b934WCp0hyjMtrZK2W5A,ugly mf,113,99,86,False,False,False,True,kjMaTFPbjA_SwlGQDfwTg6vfUKHB84UItpgFpDG1JRVNDNs
1559,MASTER,7ZZUAi4xVk9OvWu71ghKv_JG08I4eWRx1or5-U0wRmb-6s8,Very Winnable,93,172,164,False,False,False,False,Uy2FL1RYVqbcNx3pSVFYvth-6RtnRiRU6TBFSLXRqw-YQD_CS4E7DRva
1560,MASTER,6Fb2BSBeTJgs0kmXo-NaZUUkdK-8YTyzYkD_6QCo6sSd7j9FA81LwXzvHg,overcome urself,73,43,40,False,False,True,False,aEjtDKQguVPs3_EYkzvJAJy3jrlsX6eJVNg6W0yfKVGEaXcMwu6zzWWe
1561,MASTER,sr3-yZj4Qfk2JqM9T16hoK79-ExF3RCKwFSQ9qC8uNicpPM,Will BEE Yubbee,44,207,204,False,False,False,False,lkQ37ydwuWHxrExeY1v-8pV8yc-04JYv2l_Tf76E2E2GiaM
1562,MASTER,iVFc50julzIJ3RwPLlbRefR0ZdxLUzAqwEHLy7SAWPBROec,Emma23333,1,48,47,False,False,True,False,_WRcVAT1pug-_UJVa1-g91YJmYpkhdmxNStnHxDI240Mi5o
1563,MASTER,ZbpG4qWzahY76iXbiO47sYj9jyqcaGoJ1H4rvAGxcpes1RY,Kyree,205,151,134,False,False,True,False,0g3LOK-IhnuBi0-HnYhFiK7XixhC2BLdjyb6q0th44CDtVA
1564,MASTER,FrZ-LnUyaQ-MZw8JiXZY1voFKAhqRZcHMQkWcwVyMYIAqLbMuQUlWWgilA,OUJEA OUJEA,151,65,46,False,False,False,False,2iCySwVLu8d9s6S9Z2rDTHxYldm7D-nqAKQCu1P_9zrQhP3xqTgTHakB
1565,MASTER,78j991F321VwgU7JwV78YhnFNKc617bsAeqEjSGYUFZrRwY,yumm1 lover,38,104,102,False,False,False,True,He_AogpG0eJ66tLBhCG9JOIaveSKKhAg1FkcVag6f_hs7UI
1566,MASTER,Y0-gyPKIxkQSQmEP7zCKjuKZ_--a8Xg8sEcQR_RQ0nC8kVE,Shame Wine Yeãr,2,56,62,False,False,False,False,XId8lWIj1K4rDCVauT_wX_cmpSzncfEGrE1oAakO0spB4Q
1567,MASTER,CwEmkksPCPDCkC5gJQ7bZ2YQZ9f-jfV3-GPNuwQosdfR84g,Rainy,82,97,76,False,False,False,False,0oe3ZMgmmOkW-4GzEtzeRFfBno9AYq_HXlmJvW4Tl0PZpDs
1568,MASTER,NoXS8VLZTI7Ndmnei2_PeQ7m17x1ZNE3qKe_hezjCPd0UZbVnjriw4DmLA,Jerms NA,23,90,61,False,False,False,False,fYt_i49tdV_DtA2bWYYctZnIQNsRSI-peV4vzwKU1Q9Mfqt9ODd3JNzY
1569,MASTER,aSfRB0lnjueZumHgPchoMFNu1fOerX9whLpL0nW8xYZWA2s,BABUS,27,155,132,False,False,False,False,zFhLmWsCPCO4AI2nIe0SE_zZebSgT5jXctYEB6qdjtA_sqg
1570,MASTER,T9RTpSAoeJVX8hlS_thbMDdOJpt8hAl59b5SsBXfQSyydpQ,WINTER SAKURA,44,93,95,False,False,False,False,Jjr1mbD3y77ptdw1jNKdhNSPgVhivvrjj-OyVAkJSjlSHvs
1571,MASTER,v-8gchBzp567KjMOnfoNVxA_S5LC9Qg_sDsEoAyRCDmwyBKx,Timescrollnom,119,95,87,False,False,False,False,ac-dM6xDhkyqORrtb-Wb73NKwaFJeYTTSU3EuS07JGrQtYGctVaAuxBu
1572,MASTER,OjIsY3-Att53UtFiUNFdwwwjDw_7Ja0Gflo2UkD7MGOaisJG,Theriniks,54,179,184,False,False,False,False,ar-aU-GNMuGPP7_I424NHZD5ZdGF80GaP3Unqa1fTbnPAE6igXCbMJKH
1573,MASTER,j7BENfZyLDsSsdm3DlF_xE0oTWdJ9QT1YPkuNBvyC4m0HUg,Dynomac,1,60,35,False,False,True,True,aTwnDlqeWnb_HoKXdqKdkbzGvEez_tS-pl43MzhoVUUNavw
1574,MASTER,hgCB2tN67whkVepk5KsuyLr778WxwiUpuqPGezIkQo6l2U0,Enüowo ,0,123,111,False,False,False,False,9w7h-NaZbM1T9s7FxCNYFAJ-pHwDMn9exOMolRz2Zw6uIA
1575,MASTER,Wep_q-J2OPGq26oY-KukaSEJQJK7DsthBMhCZy1qHcOwhc8,PRACT1CE,0,104,106,False,False,True,False,ZlfQhN9w7-jXCcT1Wqha0s2O7lDR0u9jn5TJ__5KFwNcQi4
1576,MASTER,MvTY6d5MQi77tBG539VugMFWgESPVrs6savwOuCVNxxPq0o,Tango,0,162,135,False,False,False,False,60oGmB2mp35OYzWLlLPGIeWfmQu_tlNFXBXac-bWkeBow14
1577,MASTER,KMl4mjF2D7d5OaXOk9e7Vu-hdITK-DdBuQA11uHRX2DHUfg,booherd,1,109,100,False,False,False,False,4Y1MWSzgBgVukiPEAujKylzj_7p-o1HDCNTQ_1zD-X4gaVI
1578,MASTER,GD2vD_XGA2nf7gGyP5lC9wKBfGY2KIa3kxlI6iXa85Xs6CM,I Like Green Tea,1,221,208,False,False,True,False,3NMTVa3g55gOB_QbNYHGQ-LlGI-VsIr3-Nevgciv3SCyzg
1579,MASTER,BlqkyQxsGDFhP1oyhaI-eXVV-AAuDqhV4vwFQX24k5W1A8_U4XOf4FPR9Q,i like mages top,221,115,92,False,False,False,True,Y-HC2Cjqg-5ng1OZvUIvME31vPQ9pBVPLWutHZbw-NdQGpRDG-o5Tv3v
1580,MASTER,jDeXXclP2HUgZxhfBEinrmX6_qekXRW5HElWzIOytpeAV_E6,SCUTTLE SLAVE,232,113,75,False,False,False,False,USW6SVRgJ8HlmGhUSf4Og8di40scJk2bH-tZE_TaL_VYeaT-vXyJPkqQ
1581,MASTER,HOzkABNfGcyGo0a3bKHsImLifa9TgHlVlSNpxajbOawWdNE,BlueEcho V,1,75,41,False,False,True,True,F6fKD2s9ixGj6qyXd6v4nLDeDxA26IhUljJpZi2jZmzSMw
1582,MASTER,NaV-TT5lbVQ5T9bd4kcdQBzhSoqBBz76aIEQ8HdpKprJilOs,Lilsquears,154,426,409,False,False,False,True,p3mTRd1wanvjD4eXUFqk5vLIsnXv-qxwlOosXYNxI_HkaYDHDCABDCqQ
1583,MASTER,95aYc0Fbn7p9SuWo6WZ7yvCYBrLvTMdqMbHW1T0R0Dj9_no,Frontliner,18,138,122,False,False,True,False,mqFFuK83wt7mSQQG_oNhfo4bbt2cINBaA1GJ_f3iOOsp7fA
1584,MASTER,esDJqse8XeZNmo8LKDdpPyQfJxcNR93v3QfWeecSMmAoNfzz,FSLegii,59,135,116,False,False,False,False,tywQhCjqnruZGSsc-rAQG91F8lVnjCCpF4l4_pCitdaukzqAaWW57QSu
1585,MASTER,wHvh00VpIi-P5Fw3jnsVW1LQlyfA5EH9fgY19pbFzr7h4kE,Muzy,0,107,94,False,False,True,False,ZOAYGxOqB0OY9NlyrK5H2CZJeUPCgjSU9f5DKLFQ5AxhzQ
1586,MASTER,LiZ2bCQnGDeDBmqP3SP1bEb8RYd5QY0bTYPhtPGkKGCJlkg,Autocorrect,268,249,219,False,False,False,True,SlYuk9L-mgwiGZKOnPvdBRiUPwBZSFRFFVYdMNCyBpH6Zg
1587,MASTER,j4XtMl8EDA1qmjuvkKGhv4t8MpeLlsi4AT0_6fV2etcCaYI,CLG TOFU,132,69,61,False,False,False,False,iYfjjQ1MuPIO8P09lF8brFg9kljAw_OF2_UGrxGOfbJ0og
1588,MASTER,LP1UVJ0NTPRT0UdF4gbUeParaMPH6TmxFel55RDzqN2CcQk,Rezide,133,143,103,False,False,False,True,TYpGmZMIqWjxKADCuo0-dVMnFKj_dFiqVCvFfrBs9PW7j1k
1589,MASTER,1Pfhjo-5NL6dSNndmjNUu4b2dsW-ZnAf67xrVYafCaEmWUY,Mystical Firefly,16,104,47,False,False,False,False,Ztq91rv0TUlgGDCCstK9WHHgLRF3IlLULzsxK3QvKuBxH1c
1590,MASTER,hoVxqqZcuWg6zyXmTd2fjvT9gAtRVrkgw6Ciem3yNIPJfQM,Endeavºr,0,85,77,False,False,False,False,0MGPB73zt_FQ6gRR_TYm4xBTyBpBa7uJTgcFc9Y7XKhjBAA
1591,MASTER,R5Y8c4J4NcTLM5TTwSHAHj_g05AOjmJXJG8Y1O0iRIMJHQk,Atenacity,1,374,351,False,False,True,False,zxcj1O3KBALUqretGI64vk1E2g3p0TeZLxwEDnovTdh1S_c
1592,MASTER,h608Bikxh4-ENvkEsG_9lXnNVS7GnwaaEXTMJWwHLsLxs3hS,GhostiTosti,1,33,22,False,False,False,True,bVMs2qF_iXXXi3VmCwkqDzEssWtcvCAD0WgEhpa5OUKoagT6k13QAXVr
1593,MASTER,H5QPqX-_TPW4O0utYbP2Xr-uyqbQYRhzKVZwHDjxTA1RGd8,Yung Eks,0,274,254,False,False,True,False,6-iopj6N0n5Rt6uxnJwOlcp4r24UGGpjwhvqXe64onkO7A
1594,MASTER,CL1-8iQUDyXkg3uOaI1nIIf1GoTkGcLZKWK4q_xX2TBaxcI,Fallouch,166,204,178,True,False,False,False,Awelm0j2TDG0VQp_YUgm9n5s4L53biUxddgiwG1Pby3PTBQ
1595,MASTER,qp6OZVEWA7selQ7R4pzKsWODi-Bi8-wo8o0LyP9bb-_zFsk,Asexual,56,122,113,False,False,False,True,wIbl2BhVXKvyau36zQ8vw1Tvw4fIXfCEozaK_n2cx6L6sg
1596,MASTER,0mnbwUORFgLU5VUvPO6IZDzYg4XWx3qrTIvgxRtp2exI1is,rly mean,64,236,196,False,False,True,True,fLq0QmdYD6lC5cW-iH5TpibpRBKK85OTWLCd1CuRaS6kHg
1597,MASTER,Ml68ep6uS6P3tLRp8VRn_CeB9k66jqSzY72HaBaJOevhfVU,Level 16,174,151,154,False,False,True,False,rtf_1tRDrB0S0xneW0eZ8YMdmlSbHnSRAFjJpWV35ZbsnNYHLACmg_Hm
1598,MASTER,VCuM6hkk5bpPnMJOxJAx6jQNNps07qyuZegx5-2q7fP0h0I,TailsJJ,192,148,137,False,False,False,False,rpFoch30v-6fSIGD-t8LaoFqETb17swZiwEXnXPM2eIKwmw
1599,MASTER,U5kGb6zdjsYB9Q6HFWvPYlpBxI4CqoUnDQJQmnZvh1VD9XT0,AhernxPt,174,183,146,False,False,False,False,ScZjg2y0swtMpVvXA-SHMhSY9UyM2dwY2tAbnckryaClAeNwuMamBR-g
1600,MASTER,kxeOa0Q90fMgMza41MltiqPQyX8bXvTRCakeyEX9DkDviF6K,TaeSo3o,81,337,329,True,False,False,False,7xQ2MbC_0bw3eR1uYw5uYSjAdz_9W47GdpaA0wwEyEMCGVGvVJE7E13s
